gene	type_fine	counts	method	rpkm	TPM_hand	salmon_tpm
b1241	CDS	70	PCB109_PCR15_Ecoli_NOTEX_replicate5	41.4425328681468	1.53595837393973	1.39894
b2318	CDS	70	PCB109_PCR15_Ecoli_NOTEX_replicate5	136.525585495434	6.61853466283799	6.028114
b2895	CDS	70	PCB109_PCR15_Ecoli_NOTEX_replicate5	212.780758967932	13.6993934381536	12.477308
b4685	CDS	70	PCB109_PCR15_Ecoli_NOTEX_replicate5	1385.73469277866	1208.24741088774	1100.337745
b3185	CDS	70	PCB109_PCR15_Ecoli_NOTEX_replicate5	431.357102810478	162.924009233431	148.387196
b3196	CDS	70	PCB109_PCR15_Ecoli_NOTEX_replicate5	113.468552121078	5.11845469117828	4.661852
b3473	CDS	70	PCB109_PCR15_Ecoli_NOTEX_replicate5	91.091845047077	3.84941633799358	3.506021
b0841	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	183.347447366687	10.5850233037162	9.640763
b0929	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	100.436653153075	4.37783442954653	3.9873
b2081	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	80.2902855477926	3.30306032948699	3.008403
b2478	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	124.459087278526	5.83943256977669	5.318513
b2796	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	84.7750803960789	3.53173373691301	3.216678
b3176	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	81.7315472180596	3.37592195440215	3.074765
b3733	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	126.622339085221	5.9820897172468	5.448444
b3911	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	79.5885496216648	3.26779634020421	2.976285
b4175	CDS	69	PCB109_PCR15_Ecoli_NOTEX_replicate5	108.83971975154	4.86490475018481	4.43092
b0080	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	107.262332508764	4.79439888424011	4.366704
b0091	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	73.0111063313889	2.95250502251328	2.68912
b0700	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	25.6836112184113	0.917791875659554	0.835918
b2065	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	185.355218311185	10.9029251734978	9.930305
b2213	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	101.213704735713	4.44143700319176	4.045229
b2260	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	79.4770345673791	3.27284914792159	2.980887
b2896	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	264.597989775918	22.9099440354511	20.866211
b3937	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	177.123983287498	10.0829280156025	9.183458
b4353	CDS	68	PCB109_PCR15_Ecoli_NOTEX_replicate5	530.499417925117	386.026571142293	351.5881
b0089	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	85.2955667580801	3.5844615364955	3.264702
b0157	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	170.317311471993	9.53620114655889	8.685503
b1994	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	104.436697880956	4.64998595673146	4.235174
b2041	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	97.795101425854	4.26619524977635	3.88562
b2585	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	78.3082546472706	3.22471901339333	2.937051
b2906	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	88.2759442987118	3.74243360840821	3.408581
b3611	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	246.189524471117	19.5963693890826	17.848231
b3643	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	154.675925724565	8.16141699957214	7.43336
b3870	CDS	67	PCB109_PCR15_Ecoli_NOTEX_replicate5	75.307086619625	3.07460278345951	2.800326
b0071	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	172.766922736041	9.86884073040666	8.988469
b0092	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	113.613030712288	5.23592742179549	4.768845
b0129	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	237.554518762056	18.3942790577213	16.753376
b0276	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	142.98767203188	7.28901929465721	6.638786
b2595	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	141.82359329078	7.1994002049688	6.557162
b3198	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	184.671357341528	11.0829883281539	10.094306
b3755	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	151.046225802463	7.93071625287759	7.223239
b3778	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	51.7189452030206	1.9826790632194	1.80581
b3956	CDS	66	PCB109_PCR15_Ecoli_NOTEX_replicate5	39.4281358941172	1.46265915904445	1.332179
b0059	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	35.4233625132683	1.30224891653614	1.186079
b1147	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	184.812013399565	11.2340109455731	10.231856
b1266	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	116.84482572481	5.47480280258943	4.986411
b1923	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	68.8103552563887	2.77471962408702	2.527195
b1992	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	138.546825657547	7.00420115634923	6.379376
b2261	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	107.006539982908	4.85284063287029	4.419932
b2551	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	82.1550610243875	3.44629021039494	3.138856
b3399	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	154.102232729877	8.2579364468652	7.521269
b3552	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	156.206815574442	8.43920822252809	7.68637
b3638	CDS	65	PCB109_PCR15_Ecoli_NOTEX_replicate5	154.102232729877	8.2579364468652	7.521269
b0090	CDS	64	PCB109_PCR15_Ecoli_NOTEX_replicate5	94.9921224665516	4.16484528416658	3.793311
b0240	CDS	64	PCB109_PCR15_Ecoli_NOTEX_replicate5	1447.95135245444	22.4134437003175	20.414002
b0240	CDS	64	PCB109_PCR15_Ecoli_NOTEX_replicate5	307.141195975183	22.4134437003175	20.414002
b0409	CDS	64	PCB109_PCR15_Ecoli_NOTEX_replicate5	104.383722628023	4.71861972638264	4.297685
b2209	CDS	64	PCB109_PCR15_Ecoli_NOTEX_replicate5	207.697939901251	14.2545750730053	12.982964
b2507	CDS	64	PCB109_PCR15_Ecoli_NOTEX_replicate5	64.2717784856123	2.56539415847008	2.336542
b4441	ncRNA	64	PCB109_PCR15_Ecoli_NOTEX_replicate5	553.861173070003	465.479360902892	423.955356
b4049	CDS	64	PCB109_PCR15_Ecoli_NOTEX_replicate5	97.7402070123534	4.32340538381759	3.937726
b0619	CDS	63	PCB109_PCR15_Ecoli_NOTEX_replicate5	60.1766573462385	2.38013592168915	2.167811
b2300	CDS	63	PCB109_PCR15_Ecoli_NOTEX_replicate5	180.095483538021	10.9954475857705	10.014574
b2572	CDS	63	PCB109_PCR15_Ecoli_NOTEX_replicate5	153.496765969328	8.36312098169579	7.61707
b3517	CDS	63	PCB109_PCR15_Ecoli_NOTEX_replicate5	71.2663556286168	2.91365031595136	2.653732
b3735	CDS	63	PCB109_PCR15_Ecoli_NOTEX_replicate5	187.191178011376	11.8084912452817	10.755088
b3775	CDS	63	PCB109_PCR15_Ecoli_NOTEX_replicate5	355.063693523358	91.2696362306774	83.127705
b4168	CDS	63	PCB109_PCR15_Ecoli_NOTEX_replicate5	216.427110368901	15.8189222342453	14.40776
b4383	CDS	63	PCB109_PCR15_Ecoli_NOTEX_replicate5	81.5804561570429	3.4431329709035	3.135981
b0142	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	204.98789371256	14.3494764559642	13.069399
b0156	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	285.433724093943	34.7382780728973	31.639451
b0683	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	220.155159390844	16.7531958622932	15.258689
b1208	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	115.380964851136	5.48235811440491	4.993292
b2414	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	101.121731295897	4.57116285993318	4.163382
b2555	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	137.712764499743	7.11288703636154	6.478366
b2573	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	170.763827979681	10.1238637572753	9.220742
b2812	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	121.822830134388	5.92527753118807	5.3967
b2935	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	49.3165249062363	1.89459218419733	1.725581
b3600	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	85.5306629689168	3.67116750263822	3.343673
b3652	CDS	62	PCB109_PCR15_Ecoli_NOTEX_replicate5	47.1836622240829	1.80151724065052	1.640809
b0335	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	51.222430698075	1.98359661336805	1.806645
b0948	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	45.8280380913517	1.7467174051014	1.590898
b0963	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	210.929048682466	15.5365916559019	14.150615
b1381	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	36.6068602866879	1.35863918664582	1.237439
b1880	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	84.1511361468375	3.61195512356341	3.289743
b2952	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	170.681102997472	10.2433680002634	9.329585
b3033	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	228.922995963435	18.7696396305405	17.095252
b3179	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	153.585857387233	8.54512541074606	7.782838
b3398	CDS	61	PCB109_PCR15_Ecoli_NOTEX_replicate5	45.2484797642011	1.72171137650239	1.568122
b0023	CDS	60	PCB109_PCR15_Ecoli_NOTEX_replicate5	361.299648307309	124.156102130039	113.081414
b0807	CDS	60	PCB109_PCR15_Ecoli_NOTEX_replicate5	102.615342877778	4.71774848935783	4.296891
b0915	CDS	60	PCB109_PCR15_Ecoli_NOTEX_replicate5	96.371001526189	4.33367127177103	3.947076
b1493	CDS	60	PCB109_PCR15_Ecoli_NOTEX_replicate5	67.8727196463017	2.77490506281081	2.527363
b2315	CDS	60	PCB109_PCR15_Ecoli_NOTEX_replicate5	74.9383339943394	3.13436283345952	2.854755
b4278	CDS	60	PCB109_PCR15_Ecoli_NOTEX_replicate5	71.5525658921855	2.96007018285009	2.696011
b0007	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	65.3413361629897	2.65934275910838	2.42211
b0067	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	58.0360936106058	2.30762953600808	2.101772
b0239	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	75.1110214735332	3.15646612915276	2.874887
b0810	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	141.787724906032	7.66020438660242	6.976859
b0879	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	48.0154731310767	1.8507270468515	1.685629
b2619	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	196.298551918225	13.8356114471674	12.601375
b2669	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	231.282452260087	20.2624761194	18.454917
b2892	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	53.9169709827324	2.11636374562466	1.927569
b3019	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	41.3809170562778	1.56330701767396	1.423849
b3052	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	65.2045434145676	2.65260455954983	2.415973
b3089	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	75.1110214735332	3.15646612915276	2.874887
b3233	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	234.769122394662	21.0784147550805	19.198068
b3964	CDS	59	PCB109_PCR15_Ecoli_NOTEX_replicate5	260.27328889436	28.5514113372332	26.00452
b0133	CDS	58	PCB109_PCR15_Ecoli_NOTEX_replicate5	107.937031634933	5.12865759089492	4.671144
b0420	CDS	58	PCB109_PCR15_Ecoli_NOTEX_replicate5	49.3310493669862	1.91410531290684	1.743353
b1863	CDS	58	PCB109_PCR15_Ecoli_NOTEX_replicate5	176.304057430573	11.350925991613	10.338341
b4500	CDS	58	PCB109_PCR15_Ecoli_NOTEX_replicate5	19.9510021549366	0.708944172151261	0.645701
b2340	CDS	58	PCB109_PCR15_Ecoli_NOTEX_replicate5	189.390544167687	13.0824231767743	11.915376
b2601	CDS	58	PCB109_PCR15_Ecoli_NOTEX_replicate5	85.845246655447	3.76059911049786	3.425126
b3472	CDS	58	PCB109_PCR15_Ecoli_NOTEX_replicate5	164.909181187304	10.0241943822037	9.129964
b0528	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	425.805269479157	285.57364149934	260.110574
b0820	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	56.7027117648123	2.25928513844414	2.057741
b1274	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	34.7596138350332	1.29225721504706	1.176979
b2029	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	64.2039239897448	2.62248914514303	2.388544
b2095	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	71.5298867904764	2.99528128423543	2.728081
b2969	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	104.965950150676	4.96599008335595	4.522988
b3967	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	105.333392216548	4.99049332389882	4.545305
b4151	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	251.450465542009	27.5835668851236	25.123011
b4375	CDS	57	PCB109_PCR15_Ecoli_NOTEX_replicate5	56.8097653427195	2.26434323950036	2.062347
b0019	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	76.0609093806468	3.25080481149644	2.96081
b0088	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	67.3913528402996	2.793803197884	2.544576
b0404	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	152.645473903329	8.97887955464528	8.177899
b1177	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	240.997337874549	25.0503194297666	22.815629
b2134	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	95.1577471435989	4.36455053022289	3.975201
b2806	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	80.6245639434856	3.50292363353964	3.190438
b3067	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	48.1732864409746	1.87247990712452	1.705441
b3075	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	90.2207734871152	4.06129156967606	3.698995
b3105	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	98.98104948419	4.60740032788598	4.196387
b3194	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	113.410511940964	5.59284805279968	5.093926
b3418	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	32.7863291452252	1.21375733393413	1.105481
b3648	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	142.354767797487	7.97055618219848	7.259525
b3892	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	139.664598957219	7.7227668708348	7.03384
b4070	CDS	56	PCB109_PCR15_Ecoli_NOTEX_replicate5	61.7597634664584	2.51136311048208	2.287331
b0097	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	170.123678800951	11.13215240819	10.139084
b0851	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	120.641722363002	6.1897591614249	5.637588
b0947	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	78.5422214121616	3.40436753878369	3.100673
b1049	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	34.2521917208365	1.27626681924759	1.162415
b1334	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	115.828887694265	5.82058863489856	5.30135
b2239	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	80.9510441878133	3.54021291820312	3.2244
b2559	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	173.167641244706	11.5265987533621	10.498343
b3255	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	185.326220310824	13.2477650830497	12.065969
b3266	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	28.0616377403631	1.02548374198038	0.934003
b3674	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	175.258196269793	11.8054680780402	10.752335
b3736	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	185.326220310824	13.2477650830497	12.065969
b3793	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	64.4255351672242	2.65435728318584	2.417569
b3842	CDS	55	PCB109_PCR15_Ecoli_NOTEX_replicate5	178.490417102638	12.2500254533639	11.157235
b0322	CDS	54	PCB109_PCR15_Ecoli_NOTEX_replicate5	288.917657953852	59.0384718225004	53.77168
b2508	CDS	54	PCB109_PCR15_Ecoli_NOTEX_replicate5	58.3353524927286	2.36197547622492	2.15127
b3672	CDS	54	PCB109_PCR15_Ecoli_NOTEX_replicate5	872.649252595307	828.154466887273	754.346641
b3843	CDS	54	PCB109_PCR15_Ecoli_NOTEX_replicate5	57.2803930035768	2.31071073518145	2.104579
b3850	CDS	54	PCB109_PCR15_Ecoli_NOTEX_replicate5	156.916746338239	9.71123025191122	8.844918
b4018	CDS	54	PCB109_PCR15_Ecoli_NOTEX_replicate5	103.785954798956	4.999172442723	4.55321
b4177	CDS	54	PCB109_PCR15_Ecoli_NOTEX_replicate5	65.8856908739138	2.74025181560126	2.495802
b0131	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	220.88402621735	21.5365818761639	19.615361
b0571	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	122.893016050649	6.50067333128449	5.920766
b0642	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	32.5081061047998	1.20929799647555	1.10142
b1602	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	60.4725720191593	2.47699054062991	2.256025
b2218	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	29.4615408784111	1.0851123945298	0.988313
b2580	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	121.822830134388	6.41202778585788	5.840029
b3539	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	66.0392839988931	2.76055990780574	2.514298
b3805	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	89.1986503321924	4.07701188696166	3.713313
b4142	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	286.470750725574	61.1649010488113	55.708834
b4149	CDS	53	PCB109_PCR15_Ecoli_NOTEX_replicate5	157.478292612745	9.93412755555447	9.047931
b0174	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	108.215812313858	5.40636776755706	4.924081
b0411	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	93.1586348086494	4.35915007399876	3.970282
b0882	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	36.1828792490536	1.36559462110963	1.243774
b1201	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	42.9141392239948	1.65752113592169	1.509658
b2206	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	33.1264011145801	1.23739843405866	1.127014
b2480	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	175.217517384779	12.5251597148833	11.407825
b2501	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	39.8607130546205	1.52342338854662	1.387523
b2516	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	81.2953930610524	3.62311557197541	3.299907
b2835	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	69.0295332530143	2.93226726375976	2.670688
b3045	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	90.9969427302166	4.21960411126405	3.843185
b3095	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	124.399143762607	6.70232517430803	6.104429
b3164	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	38.5724745530895	1.46768838652662	1.33676
b3620	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	78.7306244463155	3.47309949434029	3.163274
b3737	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	344.570013267138	169.134809787927	154.047515
b3938	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	259.78622451371	40.5671702815197	36.948059
b4169	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	61.5947892078131	2.54417306708568	2.317214
b4273	CDS	52	PCB109_PCR15_Ecoli_NOTEX_replicate5	90.9969427302166	4.21960411126405	3.843185
b0101	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	409.992570452279	313.128992872083	285.205715
b0144	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	87.2230414461112	4.01008621595415	3.652358
b0497	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	18.8711533596026	0.673487563433629	0.613408
b0734	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	70.9117966453898	3.05036895303479	2.778254
b4723	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	429.61987435691	349.894105967388	318.671888
b1402	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	89.2470015238663	4.13845787835512	3.769278
b2277	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	52.8244188221707	2.120959662657	1.931755
b2283	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	29.6289568522007	1.09601468235808	0.998242
b2795	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	59.214469486143	2.43482364861073	2.21762
b2936	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	106.554797333904	5.33365101807654	4.857851
b2958	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	112.334542947287	5.77623057064034	5.260949
b2963	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	74.8549920102864	3.27087755204935	2.979092
b3252	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	41.6332661747933	1.60545734370252	1.462239
b3424	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	97.3114896133723	4.67268221721336	4.255845
b3527	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	53.9896633550127	2.1770877050529	1.982876
b3572	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	64.4601248037502	2.70401231892526	2.462795
b3601	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	137.59546231533	8.03203659231053	7.315521
b3607	CDS	51	PCB109_PCR15_Ecoli_NOTEX_replicate5	98.3782416310584	4.74620344091077	4.322808
b0018	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	378.874830561493	261.427800747737	238.105179
b0126	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	119.614561310199	6.44454343683464	5.869644
b0635	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	41.6543080417422	1.61113585920866	1.467411
b1272	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	75.4860243921372	3.32699554926588	3.030203
b1603	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	51.6872321066266	2.0745100852788	1.889449
b1636	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	91.7553181776964	4.33484762119333	3.948148
b1865	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	175.187698202106	13.1113125094222	11.941689
b1956	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	46.7442972770673	1.84193525218872	1.677621
b2231	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	30.142687319129	1.11925838495068	1.019412
b2317	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	120.159088903417	6.49169863271392	5.912592
b2786	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	28.7317995599971	1.06166591121368	0.966958
b2822	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	23.5109381197601	0.853349291251269	0.777224
b4464	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	57.9259982350783	2.38067660054804	2.168303
b2937	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	86.0704778123391	3.9666116831784	3.612761
b3208	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	108.77038404856	5.55656876704114	5.060883
b3232	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	70.261614540685	3.03143102438805	2.761005
b3560	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	86.9207898873238	4.02053842811587	3.661877
b3671	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	46.9104499925071	1.84961531578367	1.684616
b3940	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	32.5595557513783	1.21923794750926	1.110473
b4153	CDS	50	PCB109_PCR15_Ecoli_NOTEX_replicate5	107.881252843804	5.48782771012929	4.998274
b0402	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	56.5194048037909	2.32060899521748	2.113594
b0441	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	41.475757774241	1.60811622110016	1.464661
b0461	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	207.489686619265	20.8669160849956	19.005431
b0808	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	34.8769181103842	1.32002252561966	1.202267
b0944	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	109.297384219162	5.65805750677755	5.153318
b1232	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	92.1628774294595	4.39859108031105	4.006205
b4492	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	30.8308076263826	0.448712284642087	0.408684
b4492	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	1583.69679174704	0.448712284642087	0.408684
b4492	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	22.2098290771623	0.448712284642087	0.408684
b2290	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	63.7642915329539	2.69459143659551	2.454214
b3237	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	165.108814458734	11.802554346717	10.749681
b3463	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	116.169375442522	6.2252136291753	5.66988
b3794	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	104.86640918325	5.31235134546732	4.838451
b3832	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	54.3806186374246	2.2142313332975	2.016706
b3972	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	75.4874929918336	3.34834982108402	3.049653
b4129	CDS	49	PCB109_PCR15_Ecoli_NOTEX_replicate5	51.1543459430487	2.05706980333159	1.873564
b0361	CDS	48	PCB109_PCR15_Ecoli_NOTEX_replicate5	83.9971779048154	3.89501917962835	3.547555
b0736	CDS	48	PCB109_PCR15_Ecoli_NOTEX_replicate5	188.161995059054	16.4847263344271	15.014169
b0957	CDS	48	PCB109_PCR15_Ecoli_NOTEX_replicate5	73.0936980806326	3.23025610851605	2.942094
b1284	CDS	48	PCB109_PCR15_Ecoli_NOTEX_replicate5	101.491917228115	5.1102651636724	4.654393
